,city,lat,lng,region_clusters
4264,Plénée-Jugon,48.3642,-2.4006,5
4265,Castets,43.8825,-1.1469,9
4266,Cheny,47.9528,3.5342,7
4267,Dadonville,48.1422,2.2525,7
4268,Évenos,43.17,5.83,0
4269,Frans,45.9914,4.7739,8
4270,Entzheim,48.5347,7.6372,3
4271,Parçay-Meslay,47.4417,0.7456,4
4272,Aydat,45.6603,2.9731,2
4273,Lay-Saint-Christophe,48.7481,6.2006,3
4274,Mornas,44.2025,4.7281,11
4275,Flins-sur-Seine,48.9644,1.8728,7
4276,Codognan,43.7317,4.2197,11
4277,Vaivre-et-Montoille,47.6306,6.1047,3
4278,Collioure,42.5256,3.0808,6
4279,Aix-en-Othe,48.2233,3.7344,7
4280,Sainte-Flaive-des-Loups,46.613,-1.5808,10
4281,Mouthiers-sur-Boëme,45.555,0.1233,9
4282,Saint-Martin-d’Auxigny,47.2039,2.4167,2
4283,Gennes,47.3408,-0.2328,10
4284,Sévérac-le-Château,44.3217,3.0714,6
4285,Carcans,45.0786,-1.0442,9
4286,Selongey,47.5878,5.1856,8
4287,Laroque-d’Olmes,42.97,1.8719,6
4288,Casseneuil,44.4428,0.6211,9
4289,Bazeilles,49.6772,4.9764,1
4290,Saulnes,49.5328,5.8258,3
4291,Château-Salins,48.8217,6.5083,3
4292,Le Cailar,43.6758,4.2361,11
4293,Orgerus,48.8392,1.7006,7
4294,Recquignies,50.2808,4.0408,1
4295,Les Landes-Genusson,46.9656,-1.1183,10
4296,Mirefleurs,45.6931,3.2236,2
4297,Saint-Georges-de-Commiers,45.0381,5.7036,8
4298,Saint-Julien,43.6939,5.9153,0
4299,Villejust,48.6825,2.2364,7
4300,Treffiagat,47.8039,-4.2633,5
4301,Saint-Varent,46.8894,-0.2328,10
4302,Courtisols,48.9856,4.5158,1
4303,Soultzmatt,47.9617,7.2381,3
4304,Poilly-lez-Gien,47.6778,2.5989,7
4305,Tréguier,48.785,-3.2325,5
4306,Santec,48.7031,-4.0292,5
4307,Calenzana,42.5081,8.8553,0
4308,Yerville,49.6683,0.8961,4
4309,La Chapelle-la-Reine,48.3183,2.5717,7
4310,Saint-Mars-la-Jaille,47.5253,-1.1847,10
4311,Saint-Yzan-de-Soudiac,45.1403,-0.4106,9
4312,Beaumes-de-Venise,44.1228,5.0306,11
4313,Vallon-Pont-d’Arc,44.4069,4.3936,11
4314,Herlies,50.5781,2.8542,1
4315,Saint-Lunaire,48.6344,-2.1089,5
4316,Landas,50.4736,3.3014,1
4317,Razac-sur-l’Isle,45.1639,0.5997,9
4318,Fégréac,47.5847,-2.0444,5
4319,Levier,46.9536,6.1186,8
4320,Prayssac,44.5039,1.1881,6
4321,Génissieux,45.0836,5.0847,8
4322,Saint-Paul-en-Chablais,46.3786,6.6303,8
4323,Hardricourt,49.0083,1.8936,7
4324,Castres-Gironde,44.6964,-0.4447,9
4325,Castelculier,44.1744,0.6928,9
4326,Saint-Geoire-en-Valdaine,45.4569,5.6353,8
4327,Montreuil-sur-Ille,48.3072,-1.6692,5
4328,Bagnoles-de-l’Orne,48.555,-0.4111,4
4329,Sayat,45.8264,3.0525,2
4330,Garancières,48.8219,1.7547,7
4331,Naveil,47.7933,1.0297,4
4332,Gièvres,47.2764,1.6689,2
4333,Montboucher-sur-Jabron,44.5547,4.8086,11
4334,Saint-Médard-de-Guizières,45.0153,-0.0589,9
4335,Saint-Amour,46.4356,5.3431,8
4336,Sainte-Reine-de-Bretagne,47.4406,-2.1939,5
4337,Saulieu,47.28,4.2286,8
4338,Saint-Ouen-de-Thouberville,49.3567,0.8878,4
4339,Nersac,45.6258,0.0508,9
4340,Puymoyen,45.6136,0.1808,9
4341,Saint-Witz,49.0917,2.5683,7
4342,Cepoy,48.0464,2.7369,7
4343,Daux,43.6939,1.2692,6
4344,Saint-Marcel-d’Ardèche,44.3272,4.6169,11
4345,Mieussy,46.1342,6.5228,8
4346,Bouvigny-Boyeffles,50.4214,2.6722,1
4347,Ungersheim,47.8786,7.3047,3
4348,Semussac,45.6,-0.9125,10
4349,Airaines,49.965,1.9433,1
4350,Les Rosiers-sur-Loire,47.3514,-0.2253,10
4351,Sailly-Labourse,50.5017,2.6942,1
4352,Lavans-lès-Saint-Claude,46.3861,5.7822,8
4353,Martres-Tolosane,43.1986,1.0108,6
4354,Pougues-les-Eaux,47.0744,3.1014,2
4355,Le Russey,47.1628,6.73,3
4356,Sathonay-Village,45.8333,4.8783,8
4357,Firmi,44.54,2.3108,6
4358,Peille,43.8025,7.4017,0
4359,Ossun,43.1839,-0.0264,9
4360,Brazey-en-Plaine,47.135,5.2172,8
4361,Rosenau,47.6372,7.5358,3
4362,Abondant,48.7847,1.4392,7
4363,Aubord,43.7569,4.3122,11
4364,Saint-Georges-les-Bains,44.8611,4.8092,11
4365,Longlaville,49.5342,5.7986,3
4366,Noyelles-lès-Vermelles,50.4894,2.7258,1
4367,Sain-Bel,45.8103,4.5981,8
4368,Saint-Martin-des-Champs,48.6694,-1.3311,4
4369,Saint-Saëns,49.6722,1.2831,7
4370,Calmont,43.2867,1.6342,6
4371,Courchevel,45.4347,6.6378,8
4372,Conflans-en-Jarnisy,49.1675,5.8567,3
4373,Réding,48.7514,7.1069,3
4374,Saint-Genix-sur-Guiers,45.6006,5.6344,8
4375,Palaja,43.1728,2.3853,6
4376,Branges,46.645,5.1744,8
4377,Saint-Maurice-sur-Dargoire,45.5822,4.6311,8
4378,Hadol,48.0911,6.4783,3
4379,Jaux,49.3894,2.7761,7
4380,Marigny,49.0989,-1.2406,4
4381,Saint-Sulpice-sur-Lèze,43.3289,1.3219,6
4382,Charvieu-Chavagneux,45.7457,5.1533,8
4383,Richardménil,48.5947,6.1697,3
4384,Oissery,49.0706,2.8167,7
4385,Fruges,50.5147,2.1339,1
4386,Vignacourt,50.0111,2.195,1
4387,Chirens,45.4139,5.5558,8
4388,Samoreau,48.4253,2.7542,7
4389,Marzan,47.5408,-2.3239,5
4390,Valençay,47.1606,1.5661,2
4391,La Richardais,48.6064,-2.035,5
4392,Écuelles,48.3525,2.8217,7
4393,Coulonges-sur-l’Autize,46.4833,-0.5992,10
4394,Saint-Denis-la-Chevasse,46.8219,-1.3586,10
4395,La Croix-en-Touraine,47.3367,0.9906,2
4396,Saint-Agrève,45.01,4.3961,11
4397,La Londe,49.3061,0.9531,4
4398,Bubry,47.9636,-3.1731,5
4399,Boulieu-lès-Annonay,45.2706,4.6664,8
4400,Landaul,47.7483,-3.0761,5
4401,Longperrier,49.0508,2.6644,7
4402,Cintré,48.1056,-1.8722,5
4403,Domagné,48.0703,-1.3914,10
4404,Saint-Michel-en-l’Herm,46.3544,-1.2486,10
4405,Septeuil,48.8925,1.6814,7
4406,Séez,45.6228,6.8008,8
4407,Riaillé,47.5189,-1.2956,10
4408,Péchabou,43.5011,1.5083,6
4409,Corbehem,50.3356,3.0492,1
4410,Rochefort-sur-Loire,47.3571,-0.657,10
4411,Jullouville-les-Pins,48.7747,-1.5658,4
4412,Saint-Brandan,48.3894,-2.87,5
4413,Lamastre,44.9856,4.5808,11
4414,Penne-d’Agenais,44.3886,0.8189,9
4415,La Forêt-sur-Sèvre,46.77,-0.6497,10
4416,Vihiers,47.1467,-0.5336,10
4417,Vertus,48.9044,4.0033,1
4418,Lézat-sur-Lèze,43.2761,1.3469,6
4419,Floing,49.7219,4.9303,1
4420,Landeronde,46.6581,-1.5714,10
4421,Valleroy,49.2119,5.9356,3
4422,Gaillan-en-Médoc,45.3253,-0.9547,9
4423,Guillestre,44.6603,6.6492,0
4424,Luzinay,45.5889,4.9539,8
4425,La Chapelle-Saint-Aubin,48.0353,0.1606,4
4426,Laigné-en-Belin,47.8781,0.2297,4
4427,Casson,47.3858,-1.5594,10
4428,Flavin,44.2889,2.6061,6
4429,Louargat,48.5656,-3.3389,5
4430,La Roquebrussanne,43.3403,5.9764,0
4431,Villers-sous-Saint-Leu,49.2125,2.3981,7
4432,Seurre,46.9986,5.1467,8
4433,Saulcy-sur-Meurthe,48.2364,6.9597,3
4434,Maussane-les-Alpilles,43.7217,4.8039,11
4435,Aumetz,49.4178,5.9444,3
4436,Tigy,47.795,2.1983,7
4437,Nouan-le-Fuzelier,47.5369,2.0381,7
4438,Haulchin,50.3178,3.4367,1
4439,Sessenheim,48.7969,7.9864,3
4440,Fontcouverte,45.7717,-0.5914,10
4441,Saint-Pierre-de-Varengeville,49.5017,0.9328,4
4442,Maubourguet,43.4681,0.0356,9
4443,Meymac,45.5358,2.1469,2
4444,Nesle,49.7581,2.91,1
4445,Treffléan,47.6814,-2.6131,5
4446,Monflanquin,44.5319,0.7678,9
4447,Corneilla-del-Vercol,42.6242,2.9514,6
4448,Varennes-le-Grand,46.7114,4.8772,8
4449,Torigni-sur-Vire,49.0356,-0.9794,4
4450,Franois,47.2325,5.9256,3
4451,Lauterbourg,48.9753,8.1739,3
4452,Lussac-les-Châteaux,46.4028,0.7267,10
4453,Pompertuzat,43.4906,1.5169,6
4454,Bessenay,45.7767,4.5544,8
4455,Cantenay-Épinard,47.5333,-0.5686,10
4456,Urt,43.4942,-1.2906,9
4457,Tréméven,47.8983,-3.5325,5
4458,Sainte-Foy,46.5453,-1.6706,10
4459,Saint-Père-Marc-en-Poulet,48.5878,-1.9239,5
4460,Vendeuvre-sur-Barse,48.2383,4.4678,7
4461,Sainte-Marguerite,48.2692,6.9764,3
4462,Météren,50.7406,2.6922,1
4463,Naves,45.3131,1.7658,2
4464,Andouillé,48.1761,-0.785,4
4465,Saint-Aubin-sur-Mer,49.3283,-0.39,4
4466,Presles-en-Brie,48.7147,2.7417,7
4467,Pleubian,48.8417,-3.1397,5
4468,Brens,43.8894,1.9103,6
4469,Cessenon-sur-Orb,43.45,3.0514,6
4470,Fleurieux-sur-l’Arbresle,45.8364,4.6525,8
4471,Gommegnies,50.2708,3.7078,1
4472,Samatan,43.4928,0.9308,6
4473,Vern-d’Anjou,47.6006,-0.835,10
4474,Fessenheim,47.9153,7.5358,3
4475,Saint-Sylvestre-sur-Lot,44.3986,0.8061,9
4476,Coullons,47.6206,2.4925,7
4477,Varennes-Jarcy,48.6781,2.5597,7
4478,Ruelisheim,47.8231,7.3583,3
4479,Châteauneuf-le-Rouge,43.4897,5.5697,11
4480,Lanmeur,48.6472,-3.7153,5
4481,Rocroi,49.9253,4.5214,1
4482,Bachant,50.2147,3.8644,1
4483,Nalliers,46.4708,-1.0289,10
4484,Fauville-en-Caux,49.6533,0.5914,4
4485,Montardon,43.3758,-0.3406,9
4486,La Couture-Boussey,48.8969,1.4047,7
4487,Buis-les-Baronnies,44.2753,5.2744,11
4488,Monnetier,46.1617,6.2311,8
4489,Saint-Hilaire-de-Chaléons,47.1031,-1.865,10
4490,Saint-Folquin,50.9464,2.1222,1
4491,Saint-Hilaire-de-Clisson,47.0622,-1.3094,10
4492,Saint-Germain-la-Blanche-Herbe,49.1897,-0.4108,4
4493,Caudebec-en-Caux,49.5264,0.7261,4
4494,Beautiran,44.7036,-0.4522,9
4495,Saint-Germain-du-Plain,46.7006,4.9844,8
4496,Rochemaure,44.5875,4.7039,11
4497,Sablons,45.3181,4.7731,8
4498,Bazancourt,49.3633,4.1703,1
4499,Rohrbach-lès-Bitche,49.0453,7.265,3
4500,Huisseau-sur-Cosson,47.5925,1.4528,7
4501,Bréhan,48.0608,-2.6872,5
4502,Chevaigné,48.2119,-1.6297,5
4503,Cussac-Fort-Médoc,45.1142,-0.7308,9
4504,Saint-Mathurin,46.565,-1.7147,10
4505,Saint-Pargoire,43.5278,3.5189,11
4506,Bezouce,43.8814,4.49,11
4507,Bagnères-de-Luchon,42.7906,0.5939,6
4508,Mexy,49.5003,5.7825,3
4509,Saint-Julien-du-Sault,48.0319,3.295,7
4510,Rivedoux-Plage,46.1592,-1.2756,10
4511,Nonancourt,48.7764,1.1931,7
4512,Oberschaeffolsheim,48.5856,7.6481,3
4513,Rebais,48.8472,3.2325,7
4514,Saint-Germain,48.2578,4.0319,7
4515,Saint-Denis-en-Bugey,45.9519,5.3292,8
4516,Saint-Gobain,49.5958,3.375,1
4517,Bernières-sur-Mer,49.3322,-0.4219,4
4518,Le Meux,49.3678,2.7444,7
4519,Pugnac,45.0817,-0.4961,9
4520,Percy,48.9169,-1.1892,4
4521,Dozulé,49.2317,-0.0436,4
4522,Saint-Pal-de-Mons,45.2464,4.2742,11
4523,Torfou,47.0375,-1.1158,10
4524,Ychoux,44.3275,-0.9581,9
4525,Arbonne,43.4322,-1.5514,9
4526,Rioz,47.4242,6.07,3
4527,Saint-Nicolas-de-la-Grave,44.0636,1.0228,6
4528,Monthermé,49.8856,4.7314,1
4529,Houssen,48.1256,7.3781,3
4530,Uxegney,48.1942,6.3703,3
4531,La Calmette,43.9239,4.2642,11
4532,La Neuville-Champ-d’Oisel,49.3678,1.2431,7
4533,Guégon,47.9381,-2.5647,5
4534,Rouillon,48.0075,0.1361,4
4535,Saint-Agathon,48.5592,-3.1047,5
4536,Plounévez-Lochrist,48.6169,-4.2119,5
4537,Saint-Rogatien,46.1514,-1.0722,10
4538,Saint-Médard-d’Aunis,46.1586,-0.97,10
4539,Cassel,50.8,2.4872,1
4540,Morbier,46.5369,6.0167,8
4541,Bray-sur-Seine,48.4147,3.2389,7
4542,Le Monastère,44.3428,2.5783,6
4543,Rœschwoog,48.8286,8.0342,3
4544,Aups,43.6283,6.2247,0
4545,Butry-sur-Oise,49.0861,2.1983,7
4546,Cornas,44.9639,4.8483,11
4547,Verniolle,43.0817,1.6489,6
4548,Saint-Laurent-des-Autels,47.2852,-1.1888,10
4549,Eyzin-Pinet,45.4731,4.9989,8
4550,Vérines,46.1939,-0.9669,10
4551,Sizun,48.405,-4.0775,5
4552,Vert-le-Grand,48.5722,2.3578,7
4553,Soyons,44.8892,4.8503,11
4554,Plourivo,48.7439,-3.0728,5
4555,Metzervisse,49.315,6.2858,3
4556,Ruoms,44.4531,4.3419,11
4557,Beychac,44.87,-0.3711,9
4558,Entrammes,47.9958,-0.7139,4
4559,Saint-Amand,49.0428,-0.9639,4
4560,L’Argentière-la-Bessée,44.7944,6.5592,0
4561,Le Tholonet,43.5217,5.5111,11
4562,Sillé-le-Guillaume,48.1833,-0.1292,4
4563,Lavardac,44.1769,0.2969,9
4564,Mouzon,49.6061,5.0756,3
4565,Lompret,50.6689,2.9894,1
4566,Attiches,50.5225,3.0611,1
4567,Veyrier-du-Lac,45.8814,6.1772,8
4568,Monnières,47.1317,-1.3558,10
4569,Périers,49.1864,-1.4072,4
4570,Montfaucon,47.1,-1.125,10
4571,Irodouër,48.2497,-1.9508,5
4572,Coulon,46.3233,-0.585,10
4573,Ciry-le-Noble,46.6053,4.3006,8
4574,Ebersheim,48.3033,7.5,3
4575,La Meignanne,47.5194,-0.6692,10
4576,Saint-Sorlin-en-Valloire,45.2892,4.9514,8
4577,Dannemarie,47.63,7.1192,3
4578,Remoulins,43.9394,4.5639,11
4579,Bourg,45.04,-0.5572,9
4580,La Boissière-de-Montaigu,46.9508,-1.1914,10
4581,Marboz,46.3425,5.2583,8
4582,Epfig,48.3589,7.4633,3
4583,Sainte-Marie,47.6939,-2.0008,5
4584,Racquinghem,50.6931,2.3578,1
4585,Mathieu,49.2553,-0.3731,4
4586,Opio,43.6683,6.9817,0
4587,Izernore,46.2206,5.5539,8
4588,Andilly,46.2531,-1.0267,10
4589,Viviers-du-Lac,45.6481,5.9058,8
4590,Marle,49.74,3.7714,1
4591,Scorbé-Clairvaux,46.8128,0.4131,10
4592,Vouël,49.6581,3.2789,1
4593,Kœnigsmacker,49.3933,6.2769,3
4594,Thizy,46.0333,4.3122,8
4595,Prouvy,50.3206,3.4506,1
4596,Saint-Jean-Pla-de-Corts,42.5111,2.7922,6
4597,Bailleul-sur-Thérain,49.3853,2.2219,7
4598,Meucon,47.7169,-2.7642,5
4599,Nouvion-sur-Meuse,49.7,4.795,1
4600,Bersée,50.4819,3.1447,1
4601,Le Bois-Plage-en-Ré,46.1864,-1.3931,10
4602,Tallard,44.4617,6.0544,0
4603,Hénon,48.3847,-2.6836,5
4604,Mercurol,45.0761,4.8908,8
4605,Edern,48.1031,-3.9769,5
4606,Magescq,43.7794,-1.2172,9
4607,Drefféac,47.4764,-2.0567,5
4608,Lassay-les-Châteaux,48.4375,-0.4961,4
4609,Salles-la-Source,44.4353,2.5133,6
4610,Schirrhein,48.8014,7.9061,3
4611,Foucherans,47.0819,5.4536,8
4612,Pomérols,43.3908,3.4986,11
4613,Saint-Amarin,47.8722,7.0308,3
4614,Saubens,43.4792,1.3486,6
4615,Armbouts-Cappel,50.9778,2.3533,1
4616,Chablis,47.815,3.7969,7
4617,Braine,49.3417,3.5319,1
4618,Piriac-sur-Mer,47.38,-2.5461,5
4619,Hôpital-Camfrout,48.3275,-4.2422,5
4620,Fléville-devant-Nancy,48.6253,6.2036,3
4621,Brantôme,45.3642,0.6489,9
4622,Cousolre,50.2456,4.1492,1
4623,Vouneuil-sur-Vienne,46.7169,0.54,10
4624,Pont-de-Vaux,46.4319,4.9381,8
4625,Barneville-sur-Mer,49.3811,-1.7528,5
4626,Saint-Victor-de-Cessieu,45.5408,5.3914,8
4627,Villedoux,46.2414,-1.0672,10
4628,Lubersac,45.4447,1.4044,2
4629,Cappelle-en-Pévèle,50.5103,3.1725,1
4630,Basse-Ham,49.3858,6.2431,3
4631,Vendat,46.1639,3.3536,2
4632,Rugles,48.8222,0.71,4
4633,Lessay,49.2181,-1.5306,4
4634,Aspremont,43.7833,7.2442,0
4635,Volmerange-les-Mines,49.4425,6.0803,3
4636,Saint-Rambert-en-Bugey,45.9486,5.4381,8
4637,Dirinon,48.3972,-4.2697,5
4638,Cuverville,49.19,-0.2642,4
4639,Mouxy,45.6819,5.9344,8
4640,Arudy,43.1061,-0.4281,9
4641,Planguenoual,48.5328,-2.5778,5
4642,Fournes-en-Weppes,50.5853,2.8892,1
4643,Èze,43.7278,7.3611,0
4644,Beaulieu-sous-la-Roche,46.6765,-1.6113,10
4645,Septfonds,44.1786,1.6183,6
4646,Balazé,48.1689,-1.1917,4
4647,Givrand,46.6714,-1.8847,10
4648,Notre-Dame-des-Landes,47.3808,-1.71,10
4649,Nohanent,45.8081,3.055,2
4650,Sèvres-Anxaumont,46.5697,0.465,10
4651,Collonges,46.1386,5.9042,8
4652,Saint-Paul-de-Varces,45.0714,5.6406,8
4653,Chuzelles,45.5856,4.8775,8
4654,Ayse,46.0825,6.4369,8
4655,Hesdin,50.3742,2.0367,1
4656,Pontcarré,48.7967,2.7053,7
4657,Peaugres,45.2864,4.7283,8
4658,Saint-Beauzire,45.8497,3.1794,2
4659,Auzouer-en-Touraine,47.5422,0.9197,4
4660,Le Mesnil-en-Thelle,49.1781,2.2861,7
4661,Belbeuf,49.3889,1.1428,7
4662,Noyarey,45.2436,5.6314,8
4663,Dambach-la-Ville,48.3239,7.4275,3
4664,Vitry-aux-Loges,47.94,2.2661,7
4665,Callac,48.4042,-3.4278,5
4666,Rougé,47.7828,-1.4483,10
4667,Saint-Pierre-la-Cour,48.115,-1.0264,4
4668,Quinsac,44.7553,-0.4878,9
4669,Fareins,46.0194,4.7617,8
4670,Sarras,45.1869,4.7983,8
4671,Belloy-en-France,49.0894,2.3711,7
4672,Guignicourt,49.4353,3.9658,1
4673,Corbelin,45.6075,5.5447,8
4674,Patay,48.0481,1.6956,7
4675,Grosbreuil,46.5395,-1.6165,10
4676,Saint-Étienne-des-Oullières,46.0672,4.6494,8
4677,Poix-du-Nord,50.1889,3.6078,1
4678,Salles-sur-Mer,46.1044,-1.0553,10
4679,Saint-Martin-de-Ré,46.2031,-1.3672,10
4680,Langlade,43.8044,4.25,11
4681,Ennevelin,50.5414,3.1294,1
4682,Griesheim-près-Molsheim,48.5033,7.5317,3
4683,Corny-sur-Moselle,49.0347,6.0597,3
4684,Roquecourbe,43.6644,2.2911,6
4685,Méounes-lès-Montrieux,43.2811,5.97,0
4686,La Barre-de-Monts,46.8839,-2.1181,10
4687,Le Vigen,45.7514,1.2889,2
4688,Prahecq,46.2586,-0.3458,10
4689,Malansac,47.6778,-2.2947,5
4690,Combronde,45.9811,3.0881,2
4691,Mauvezin,43.7306,0.8781,6
4692,Monchy-Saint-Éloi,49.29,2.4672,7
4693,Landiras,44.5675,-0.4153,9
4694,Brison-Saint-Innocent,45.7228,5.8906,8
4695,Cuise-la-Motte,49.3869,3.0064,1
4696,Cervione,42.3317,9.4917,0
4697,Mirebeau,46.7853,0.1817,10
4698,Saint-Lumine-de-Coutais,47.0544,-1.7264,10
4699,Bourbriac,48.4731,-3.1883,5
4700,La Chapelle-Thouarault,48.1244,-1.8656,5
4701,Château-Gaillard,45.9733,5.3042,8
4702,Mézériat,46.2347,5.0472,8
4703,Champigné,47.6642,-0.5722,10
4704,Saint-Loup-Cammas,43.6964,1.4781,6
4705,Taupont,47.9586,-2.4386,5
4706,Fressenneville,50.0678,1.5769,1
4707,Faumont,50.4606,3.1381,1
4708,Taissy,49.2147,4.0947,1
4709,Corseul,48.4819,-2.17,5
4710,Plomodiern,48.1811,-4.2317,5
4711,Clairoix,49.4425,2.8469,1
4712,Luneray,49.8286,0.9131,4
4713,Pluduno,48.5308,-2.2681,5
4714,Lusigny-sur-Barse,48.2544,4.2669,7
4715,Avanton,46.6628,0.3036,10
4716,Douzy,49.6714,5.0408,1
4717,Plouharnel,47.5981,-3.1128,5
4718,Quinçay,46.6067,0.2364,10
4719,Saint-Germain-du-Puch,44.8561,-0.3217,9
4720,Anthy-sur-Léman,46.355,6.4269,8
4721,Fontenay-lès-Briis,48.6197,2.1556,7
4722,Saint-Éloi,46.9808,3.22,2
4723,Itxassou,43.3294,-1.4056,9
4724,Vincey,48.3369,6.3286,3
4725,Épinac-les-Mines,46.9914,4.5139,8
4726,Margencel,46.3381,6.4322,8
4727,Jardin,45.4964,4.9083,8
4728,Fesches-le-Châtel,47.5242,6.9067,3
4729,Lavilledieu,44.5756,4.4531,11
4730,Coursac,45.1289,0.6389,9
4731,Boeschèpe,50.7997,2.6911,1
4732,Baulon,47.9853,-1.9317,5
4733,Tende,44.0878,7.5936,0
4734,Bouafle,48.965,1.8964,7
4735,Merville-Franceville-Plage,49.2781,-0.2033,4
4736,Maureilhan,43.3572,3.12,6
4737,Domancy,45.9136,6.6483,8
4738,Allonzier-la-Caille,46.0033,6.1167,8
4739,Loupian,43.45,3.6139,11
4740,La Bâthie,45.6269,6.4494,8
4741,Colpo,47.8192,-2.8103,5
4742,Inguiniel,47.9764,-3.2828,5
4743,La Queue-lès-Yvelines,48.8053,1.7683,7
4744,Bertry,50.0875,3.4425,1
4745,Chevannes,47.7517,3.4919,7
4746,Plan-d’Aups-Sainte-Baume,43.33,5.7175,0
4747,Lablachère,44.4636,4.2144,11
4748,Orléat,45.8606,3.4208,2
4749,Trept,45.6867,5.32,8
4750,Tressange,49.4028,5.9814,3
4751,Andolsheim,48.0625,7.4169,3
4752,Semblançay,47.4989,0.5803,4
4753,Montferrand-le-Château,47.1831,5.9078,8
4754,Feneu,47.5711,-0.5928,10
4755,Cissac-Médoc,45.2269,-0.8311,9
4756,Hochstatt,47.7019,7.2758,3
4757,Roujan,43.5047,3.3106,6
4758,Versonnex,46.3022,6.0972,8
4759,Schirmeck,48.4786,7.2192,3
4760,Annequin,50.5072,2.725,1
4761,Bessé-sur-Braye,47.8339,0.7494,4
4762,Aléria,42.1142,9.5131,0
4763,Argeliers,43.3117,2.9103,6
4764,Coarraze,43.17,-0.23,9
4765,Pouldreuzic,47.955,-4.3606,5
4766,Saint-Laurent-de-la-Prée,45.9811,-1.0411,10
4767,Cadolive,43.3953,5.5483,0
4768,Guerville,48.9442,1.735,7
4769,Mornac,45.6806,0.2719,9
4770,Brézins,45.3492,5.3067,8
4771,Pouilly-les-Nonains,46.0383,3.9817,8
4772,Matha,45.8675,-0.3203,10
4773,Champigny-sur-Yonne,48.3194,3.1275,7
4774,Peujard,45.0464,-0.4303,9
4775,Saint-Alban,48.5572,-2.535,5
4776,Plouguin,48.5244,-4.6011,5
4777,Moutiers-les-Mauxfaits,46.4914,-1.4267,10
4778,Lombez,43.4747,0.9103,6
4779,Ligueil,47.0428,0.8186,10
4780,Château-l’Évêque,45.2453,0.6856,9
4781,Plouaret,48.6119,-3.4725,5
4782,Marolles-les-Braults,48.2522,0.3142,4
4783,Brix,49.5453,-1.5789,4
4784,Bouin,46.9736,-2.0017,10
4785,Saintes-Maries-de-la-Mer,43.4517,4.4281,11
4786,Boran-sur-Oise,49.1661,2.3589,7
4787,Beaujeu,46.1542,4.5883,8
4788,Saint-Gence,45.9217,1.1378,2
4789,Lagrave,43.8975,1.9922,6
4790,Pussay,48.3492,1.9928,7
4791,Saint-Lambert-du-Lattay,47.3022,-0.6322,10
4792,Châteaurenard,47.9306,2.9275,7
4793,Ecques,50.67,2.2861,1
4794,Fère-Champenoise,48.7533,3.9906,7
4795,Lumbin,45.3067,5.9125,8
4796,Breil-sur-Roya,43.9372,7.5144,0
4797,Preignac,44.585,-0.2953,9
4798,Chanteheux,48.6,6.5306,3
4799,Saint-Amé,48.0247,6.6697,3
4800,Saint-Louis-de-Montferrand,44.9525,-0.5347,9
4801,Mathay,47.4369,6.7833,3
4802,Crozet,46.2806,6.0125,8
4803,Granges-sur-Vologne,48.1456,6.7886,3
4804,Cavignac,45.1006,-0.39,9
4805,Bouray-sur-Juine,48.52,2.2975,7
4806,Messery,46.3511,6.2917,8
4807,Mionnay,45.895,4.9297,8
4808,Égreville,48.1772,2.8714,7
4809,Poisat,45.1581,5.7619,8
4810,Liergues,45.9697,4.6642,8
4811,Vézeronce-Curtin,45.6506,5.4706,8
4812,Cozes,45.5833,-0.8317,10
4813,Les Églisottes,45.0997,-0.0375,9
4814,Mérindol,43.7558,5.2026,11
4815,La Canourgue,44.4328,3.2147,11
4816,Achenheim,48.5811,7.6269,3
4817,Sixt-sur-Aff,47.7758,-2.0783,5
4818,Notre-Dame-de-Monts,46.8306,-2.1317,10
4819,Saint-Georges-du-Bois,47.9731,0.1,4
4820,Roche-lès-Beaupré,47.2761,6.1142,3
4821,Muizon,49.2739,3.8908,1
4822,Langoiran,44.7075,-0.4011,9
4823,Perrigny-lès-Dijon,47.2658,5.0072,8
4824,Izeaux,45.3344,5.4242,8
4825,Brécey,48.7247,-1.1664,4
4826,Quelaines-Saint-Gault,47.9244,-0.8025,4
4827,Labaroche,48.11,7.1931,3
4828,Nogent-l’Artaud,48.965,3.3236,7
4829,Saint-Laurent-d’Agny,45.6414,4.6856,8
4830,Cotignac,43.5286,6.1494,0
4831,Les Martres-d’Artière,45.835,3.2614,2
4832,Le Genest-Saint-Isle,48.0983,-0.8889,4
4833,Suze-la-Rousse,44.2881,4.8422,11
4834,Sancé,46.3403,4.8308,8
4835,Villevaudé,48.9139,2.6653,7
4836,Liffol-le-Grand,48.3189,5.5811,3
4837,Saint-Briac-sur-Mer,48.6203,-2.1339,5
4838,Buxy,46.7117,4.6967,8
4839,Jujurieux,46.04,5.4089,8
4840,Arzon,47.5481,-2.8914,5
4841,Follainville-Dennemont,49.0206,1.7139,7
4842,La Motte,48.235,-2.7322,5
4843,Marcilly-en-Villette,47.7642,2.0219,7
4844,Saint-Benoît-de-Carmaux,44.0522,2.1297,6
4845,Villers-Outréaux,50.0333,3.3003,1
4846,Brette-les-Pins,47.9111,0.3369,4
4847,Jouy-sur-Morin,48.7944,3.2733,7
4848,Lampaul-Plouarzel,48.4483,-4.7619,5
4849,Amanvillers,49.1669,6.0428,3
4850,Notre-Dame-de-Riez,46.7453,-1.9075,10
4851,Laroque-des-Albères,42.5231,2.9319,6
4852,Maurs,44.7106,2.1981,6
4853,Sergy,46.2531,6.0,8
